gene	Sample_1-1	Sample_1-2	Sample_1-3	Sample_1-4	Sample_2-1	Sample_2-2	Sample_2-3	Sample_2-4
Gene_0561	111861	178603	152160	179628	129166	148840	173366	182155
Gene_0562	3043	2548	1654	2359	3485	2797	2748	3029
Gene_0563	747	596	630	650	645	655	842	518
Gene_0564	3698	4657	2447	4268	2790	2693	3388	2938
Gene_0565	1116	812	845	1204	1271	1341	1151	1194
Gene_0566	47	52	75	48	220	230	193	261
Gene_0567	26	19	14	14	27	26	23	20
Gene_0568	3181	4389	4950	2710	4227	6604	3867	4333
Gene_0569	138	106	113	127	68	104	116	128
Gene_0570	0	1	0	0	0	0	2	1
Gene_0571	61	49	59	64	50	66	66	61
Gene_0572	2795135	2832965	1827064	2191448	3122534	3096603	1600288	1913925
Gene_0573	147	208	229	144	226	144	196	167
Gene_0574	9	7	3	12	4	7	3	5
Gene_0575	57	37	45	76	30	40	41	39
Gene_0576	5459	4096	5460	3302	5395	3923	4593	4710
Gene_0577	52	59	51	62	199	243	158	189
Gene_0578	159	131	127	110	153	122	129	118
Gene_0579	14	43	38	26	17	23	34	17
Gene_0580	70	117	97	52	120	92	71	111
Gene_0581	809	778	746	874	259	282	188	351
Gene_0582	97	125	74	116	41	42	36	31
Gene_0583	11845	9278	10429	14635	11175	10680	11238	11274
Gene_0584	8	6	6	15	45	46	27	38
Gene_0585	367	331	344	426	329	280	414	195
Gene_0586	9	10	23	11	13	12	16	12
Gene_0587	152	144	73	129	114	107	147	180
Gene_0588	39	33	29	36	30	37	44	39
Gene_0589	94	136	92	124	98	140	134	132
Gene_0590	1	0	0	1	1	0	0	0
Gene_0591	11	23	23	13	10	22	11	14
Gene_0592	137	192	137	87	162	221	175	174
Gene_0593	41	52	54	35	63	50	43	56
Gene_0594	5	3	3	9	4	9	3	6
Gene_0595	7	12	8	10	13	7	7	2
Gene_0596	4	8	5	7	2	6	1	2
Gene_0597	34	29	27	18	19	31	32	27
Gene_0598	2	13	5	1	2	0	0	2
Gene_0599	4	6	20	9	2	2	1	3
Gene_0600	13098	20780	19926	11122	15516	8020	16164	12194
Gene_0601	4	1	1	2	5	1	1	1
Gene_0602	30	34	22	46	43	32	34	28
Gene_0603	82	71	48	93	25	29	15	26
Gene_0604	3091	2452	4024	3622	3099	1760	3507	2974
Gene_0605	5	1	6	7	3	0	1	1
Gene_0606	2737	3075	3220	2262	3364	3209	1627	2940
Gene_0607	719	814	771	563	919	801	550	685
Gene_0608	110	57	58	45	54	68	60	79
Gene_0609	24459	17278	28951	16772	21108	23963	25213	19642
Gene_0610	189	128	144	127	113	172	190	90
Gene_0611	759	646	956	1294	680	840	865	991
Gene_0612	6612	6871	8850	6145	6017	7887	5382	4901
Gene_0613	572	565	703	616	654	688	420	519
Gene_0614	68	53	41	32	155	141	109	213
Gene_0615	151	121	153	177	91	85	128	126
Gene_0616	0	0	0	0	0	0	0	0
Gene_0617	41	34	30	26	16	26	26	29
Gene_0618	3028	2763	2772	3493	2634	3215	3983	3394
Gene_0619	59	56	22	40	24	31	40	37
Gene_0620	74	57	62	69	105	80	64	66
Gene_0621	416	402	391	159	306	322	522	436
Gene_0622	21	24	28	37	45	30	24	29
Gene_0623	5	10	8	2	4	6	6	4
Gene_0624	298	289	386	403	344	301	389	209
Gene_0625	169	136	181	114	189	151	165	240
Gene_0626	1	1	1	0	0	1	0	1
Gene_0627	38	35	62	33	34	30	48	30
Gene_0628	9	2	3	5	11	9	9	9
Gene_0629	306	303	267	366	134	147	142	248
Gene_0630	10	6	15	15	8	5	7	12
Gene_0631	63	37	80	52	74	54	57	34
Gene_0632	2588	3552	3104	2816	2633	3001	2533	2611
Gene_0633	315	318	316	270	299	276	497	329
Gene_0634	158	176	217	195	117	178	222	240
Gene_0635	2	5	7	4	27	19	23	17
Gene_0636	65	80	45	61	62	59	74	57
Gene_0637	4	1	4	3	7	0	0	1
Gene_0638	21	36	18	20	20	10	20	23
Gene_0639	4	9	7	13	4	4	7	8
Gene_0640	84	113	85	69	95	106	45	91
Gene_0641	535	366	471	274	410	428	330	483
Gene_0642	122	225	187	204	229	168	134	217
Gene_0643	107	112	212	107	114	178	134	131
Gene_0644	34253	40706	57329	52691	16970	29131	23740	16985
Gene_0645	865	946	820	1043	1635	1190	873	763
Gene_0646	8046	6134	9054	5719	9314	4805	8395	12983
Gene_0647	5600	2914	2138	4053	1914	1850	1472	1717
Gene_0648	15	5	8	15	10	5	8	14
Gene_0649	370	484	738	339	351	607	358	474
Gene_0650	42	38	36	92	75	67	69	61
Gene_0651	5	9	5	1	7	4	3	4
Gene_0652	41	39	70	29	43	35	51	32
Gene_0653	5	10	5	8	6	8	9	1
Gene_0654	0	0	0	0	0	0	0	0
Gene_0655	5366	6359	6483	6986	3654	5058	4972	8687
Gene_0656	856	758	442	662	830	601	702	687
Gene_0657	10	14	7	28	20	15	16	11
Gene_0658	27	23	20	35	30	24	24	38
Gene_0659	0	1	2	0	1	0	0	0
Gene_0660	39	26	45	41	125	124	148	102
Gene_0661	15	15	21	9	10	13	17	19
Gene_0662	182	149	180	214	270	182	137	172
Gene_0663	165	123	97	145	95	120	148	118
Gene_0664	3062	3873	2513	3313	3852	2428	2721	2124
Gene_0665	0	0	0	2	0	1	0	1
Gene_0666	51070	42029	35214	53943	54117	80512	26215	55718
Gene_0667	1314	1511	2117	2184	2035	2228	1485	1430
Gene_0668	7	15	13	14	13	15	17	15
Gene_0669	5	3	1	5	9	3	1	7
Gene_0670	19	14	18	23	6	15	10	22
Gene_0671	1106	1569	1364	1710	1091	1828	1474	1969
Gene_0672	24	16	35	38	51	42	41	31
Gene_0673	1095	841	1236	779	1361	704	1033	1007
Gene_0674	102	135	136	102	36	39	39	53
Gene_0675	340	408	482	440	397	288	334	619
Gene_0676	17	19	13	11	16	19	17	11
Gene_0677	196	223	171	254	163	148	209	243
Gene_0678	320	313	228	231	251	177	185	157
Gene_0679	11	17	12	14	14	20	24	22
Gene_0680	4	1	0	0	0	0	0	1
Gene_0681	37	39	74	55	34	45	50	51
Gene_0682	0	0	0	0	0	0	0	0
Gene_0683	582	535	567	571	344	560	415	310
Gene_0684	5	8	6	4	7	7	12	9
Gene_0685	3038	4717	3957	4812	4388	3683	4192	3319
Gene_0686	3	4	2	6	0	2	6	3
Gene_0687	340	626	443	576	476	516	486	363
Gene_0688	353	664	1020	458	390	501	908	877
Gene_0689	185	313	240	155	209	157	195	176
Gene_0690	1016	954	1521	1022	265	266	232	342
Gene_0691	3656	4006	3622	3031	3743	4587	2691	2337
Gene_0692	21169	27187	21769	12584	20533	20331	22139	16061
Gene_0693	6195	4614	4783	5586	2182	2369	921	1029
Gene_0694	1	0	0	1	0	2	0	1
Gene_0695	22	19	14	23	25	21	21	16
Gene_0696	1084	809	741	723	703	667	686	682
Gene_0697	113	145	223	138	40	66	92	88
Gene_0698	578	537	571	554	751	648	426	499
Gene_0699	63	54	53	48	42	48	48	51
Gene_0700	75715	63170	49356	55455	76242	57597	54169	64685
Gene_0701	60	82	60	71	16	30	20	46
Gene_0702	13	9	12	24	13	14	8	13
Gene_0703	140	150	107	199	156	162	97	194
Gene_0704	3	3	2	2	1	3	2	3
Gene_0705	311	398	353	425	429	368	406	380
Gene_0706	9	7	5	7	6	11	6	2
Gene_0707	1164	766	838	874	986	1078	860	617
Gene_0708	113	78	73	85	18	40	20	37
Gene_0709	167830	176859	139008	209355	194370	349717	191210	307473
Gene_0710	52	98	78	61	89	62	104	109
Gene_0711	23	24	39	23	43	21	44	46
Gene_0712	36	22	28	23	31	38	31	26
Gene_0713	21	32	26	8	15	20	11	26
Gene_0714	521	406	486	642	642	487	540	595
Gene_0715	11	20	22	11	16	6	9	6
Gene_0716	157	95	168	107	600	670	411	397
Gene_0717	12	14	11	28	16	11	23	22
Gene_0718	35	33	22	20	40	59	16	21
Gene_0719	1966	3425	3588	4403	10975	19704	8307	11340
Gene_0720	14	15	3	10	9	12	8	10
Gene_0721	1	5	5	4	1	3	4	1
Gene_0722	90	106	113	75	87	104	58	64
Gene_0723	13	9	17	14	12	14	6	21
Gene_0724	12	10	26	21	20	17	13	18
Gene_0725	145	110	98	153	444	477	449	381
Gene_0726	431	415	500	550	620	556	499	485
Gene_0727	21	35	28	20	18	16	23	25
Gene_0728	30	32	51	37	37	40	49	47
Gene_0729	0	0	0	0	0	1	1	0
Gene_0730	47	32	26	26	46	22	31	31
Gene_0731	35	30	35	56	8	5	15	8
Gene_0732	84	129	120	204	88	112	147	209
Gene_0733	0	0	1	1	1	0	1	1
Gene_0734	16	12	12	8	9	15	8	16
Gene_0735	171	106	174	147	109	138	109	155
Gene_0736	26498	29454	31766	19687	28809	34125	30843	48144
Gene_0737	6	3	1	5	2	3	3	2
Gene_0738	234	250	228	180	677	749	585	628
Gene_0739	3	1	1	0	3	0	0	1
Gene_0740	7487	7981	7620	6168	5798	5490	6917	4982
Gene_0741	9108	7409	12194	10319	13022	10251	6920	5237
Gene_0742	188	205	173	111	64	29	76	68
Gene_0743	13	12	19	19	12	18	6	12
Gene_0744	1030	443	710	752	878	921	549	945
Gene_0745	91	70	48	68	16	8	25	33
Gene_0746	49	31	47	37	47	38	24	28
Gene_0747	4	5	2	6	4	8	7	14
Gene_0748	65	137	154	113	149	109	75	103
Gene_0749	28	15	27	22	48	76	105	104
Gene_0750	99	110	182	141	139	115	101	169
Gene_0751	1289	1384	1334	1010	810	1063	1432	979
Gene_0752	13	14	14	11	7	12	12	7
Gene_0753	1926	1277	1362	1100	1999	2044	1229	1308
Gene_0754	53	61	31	54	33	51	50	42
Gene_0755	86	107	151	91	77	82	103	81
Gene_0756	5	10	6	5	7	6	7	10
Gene_0757	23072	24956	22421	27330	15124	16098	15569	13673
Gene_0758	10	7	9	3	6	8	10	10
Gene_0759	54	45	43	42	33	41	26	41
Gene_0760	11	18	8	17	13	18	8	25
Gene_0761	148	298	261	258	213	183	240	337
Gene_0762	39	26	25	37	14	41	24	37
Gene_0763	1	0	1	0	0	0	0	0
Gene_0764	51	65	56	65	40	57	62	38
Gene_0765	51	60	92	61	11	20	22	34
Gene_0766	1157	1694	1640	1474	1534	1662	1843	1455
Gene_0767	24	27	14	39	17	22	24	24
Gene_0768	6	5	4	0	2	7	6	7
Gene_0769	354	288	284	213	110	65	74	52
Gene_0770	10	5	10	6	9	9	9	11
Gene_0771	14786	13960	11969	10602	13630	12765	11708	17329
Gene_0772	123	240	122	74	146	141	108	124
Gene_0773	238	344	234	247	329	258	155	256
Gene_0774	44	41	26	38	62	28	29	30
Gene_0775	4	6	5	1	5	8	2	6
Gene_0776	13	36	31	31	128	155	158	80
Gene_0777	7	7	4	3	10	6	7	4
Gene_0778	5721	4123	2721	3663	4391	3563	4665	3762
Gene_0779	19	24	25	30	34	43	39	13
Gene_0780	7	3	11	15	13	11	9	9
Gene_0781	106	89	67	92	77	63	94	80
Gene_0782	194	207	286	209	357	232	253	372
Gene_0783	54	33	33	29	58	38	40	21
Gene_0784	53	56	49	63	46	40	52	60
Gene_0785	43	82	86	81	56	72	53	59
Gene_0786	637	785	786	1135	359	418	544	242
Gene_0787	37	49	54	23	22	43	37	36
Gene_0788	229	160	199	183	233	170	142	204
Gene_0789	44	52	54	74	154	196	162	191
Gene_0790	1	0	1	0	0	0	0	1
Gene_0791	67	44	44	58	50	51	35	28
Gene_0792	266	318	212	192	308	318	272	269
Gene_0793	26	22	14	23	11	10	12	9
Gene_0794	30101	44286	35347	37546	11122	8906	10867	10347
Gene_0795	908	663	1056	1147	944	928	696	998
Gene_0796	148	146	134	123	172	129	230	152
Gene_0797	179	195	195	202	492	449	698	841
Gene_0798	16	18	14	13	22	12	18	29
Gene_0799	0	1	2	1	0	0	1	2
Gene_0800	1923	1405	1906	3241	2126	1673	2178	2349
Gene_0801	118	60	96	68	61	121	66	89
Gene_0802	0	1	1	1	2	1	0	0
Gene_0803	199	209	183	139	193	145	204	277
Gene_0804	7530	9300	8213	6809	7913	9974	7824	7539
Gene_0805	45	70	47	43	32	53	89	75
Gene_0806	352	387	413	286	383	271	513	446
Gene_0807	160	85	114	100	163	143	187	121
Gene_0808	2679	2910	5007	4625	3230	3747	3842	3770
Gene_0809	105	60	133	106	117	73	105	85
Gene_0810	2493	1510	2712	2767	2095	2012	1972	2269
Gene_0811	8	5	6	1	7	8	5	8
Gene_0812	11	17	17	10	12	13	12	8
Gene_0813	118	116	83	92	102	75	166	95
Gene_0814	383	251	229	431	144	120	108	124
Gene_0815	1	2	1	1	1	2	1	0
Gene_0816	16	24	16	24	16	23	16	27
Gene_0817	1871	3909	2129	2922	2199	2777	2342	2603
Gene_0818	889	899	617	402	675	779	536	588
Gene_0819	54	64	28	31	24	42	61	26
Gene_0820	57	46	35	65	60	59	27	47
Gene_0821	1037	524	666	604	685	719	851	662
Gene_0822	1	2	1	0	1	0	2	1
Gene_0823	20917	13465	15304	17215	10496	12628	11754	14484
Gene_0824	99	116	120	95	77	128	132	114
Gene_0825	2	0	0	2	0	0	1	1
Gene_0826	1	0	3	1	1	3	1	1
Gene_0827	1	1	2	0	0	1	1	1
Gene_0828	248	290	273	298	272	361	309	408
Gene_0829	19679	16874	16801	15226	6389	5916	5306	7158
Gene_0830	4	5	2	1	4	2	2	2
Gene_0831	9	7	15	10	16	6	11	4
Gene_0832	21	7	13	8	15	20	25	20
Gene_0833	128	102	93	102	119	89	83	110
Gene_0834	1	0	0	0	0	0	0	1
Gene_0835	122	208	128	158	166	155	86	152
Gene_0836	373	403	207	304	376	384	394	282
Gene_0837	1633	1353	1487	1126	5617	6135	5905	7422
Gene_0838	63	54	52	82	31	68	90	48
Gene_0839	145	180	126	133	171	152	234	79
Gene_0840	9	13	5	9	13	7	11	5
Gene_0841	3	1	0	2	0	0	1	0
Gene_0842	430	352	406	425	420	451	486	451
Gene_0843	408	419	311	298	317	271	383	333
Gene_0844	1834	962	1419	1499	7715	8540	8247	7647
Gene_0845	90	71	89	97	102	42	103	95
Gene_0846	1	0	1	0	1	0	0	2
Gene_0847	10823	11733	13125	5289	5621	11404	7612	10504
Gene_0848	34	35	32	33	31	28	31	25
Gene_0849	6	4	2	5	3	5	6	5
Gene_0850	0	1	1	0	1	0	2	0
Gene_0851	46	51	48	43	116	182	186	264
Gene_0852	0	0	0	0	0	0	0	1
Gene_0853	37	25	49	46	22	55	48	54
Gene_0854	0	1	0	1	0	1	0	0
Gene_0855	4	4	9	12	11	3	6	6
Gene_0856	59	34	57	60	39	35	35	45
Gene_0857	99	62	50	50	22	30	41	18
Gene_0858	135	239	123	141	532	652	833	447
Gene_0859	62	69	47	83	58	105	81	85
Gene_0860	806	742	801	884	941	892	690	802
Gene_0861	9237	20640	21569	17160	16558	17436	13672	21583
Gene_0862	4	6	10	7	25	20	24	35
Gene_0863	581	728	866	618	1013	625	438	617
Gene_0864	1	2	0	2	2	2	0	0
Gene_0865	22	11	15	24	15	12	11	13
Gene_0866	98	95	80	99	133	101	108	103
Gene_0867	106	105	203	121	86	188	127	117
Gene_0868	306	242	278	274	236	216	244	275
Gene_0869	778	738	703	753	781	972	1189	1247
Gene_0870	463	368	405	357	437	277	419	430
Gene_0871	279	228	333	353	300	234	287	177
Gene_0872	229	285	168	107	55	72	72	67
Gene_0873	105	148	83	85	11	31	27	39
Gene_0874	12	22	28	14	17	18	18	5
Gene_0875	8	6	9	14	13	9	15	11
Gene_0876	37	42	38	51	34	34	57	51
Gene_0877	170	204	199	184	233	204	168	181
Gene_0878	37	39	30	45	28	46	37	53
Gene_0879	61	79	60	41	91	57	77	56
Gene_0880	125	102	161	157	90	85	97	81
Gene_0881	95	84	104	104	48	60	70	97
Gene_0882	3430	2818	2732	2975	4380	2287	4080	3971
Gene_0883	8863	10242	7597	7527	9104	8843	5773	8594
Gene_0884	207	196	140	154	240	160	264	137
Gene_0885	93	70	97	79	59	94	103	65
Gene_0886	4028	3686	4608	2903	9821	9119	20050	14756
Gene_0887	1894	2675	3232	1625	2045	3253	2361	2543
Gene_0888	778	659	1015	874	2045	2559	2900	2322
Gene_0889	574	769	750	697	966	625	890	606
Gene_0890	1280	1566	1635	929	1232	1241	1900	1772
Gene_0891	2	0	1	5	2	1	4	0
Gene_0892	25	21	19	23	19	27	21	27
Gene_0893	16	26	28	26	52	37	43	28
Gene_0894	240	180	185	261	170	169	328	169
Gene_0895	1	0	1	1	0	2	3	0
Gene_0896	1165	2081	1390	1281	1571	1693	1508	2679
Gene_0897	394	506	446	646	284	210	175	182
Gene_0898	45	54	35	39	56	48	53	65
Gene_0899	4	2	1	1	1	4	0	1
Gene_0900	347	497	443	248	331	487	429	341
Gene_0901	0	0	0	0	0	0	0	0
Gene_0902	505	394	516	300	433	338	327	286
Gene_0903	680	669	663	476	399	385	548	469
Gene_0904	6	7	6	11	12	10	8	16
Gene_0905	8	5	4	2	12	3	7	4
Gene_0906	1378	1519	1138	940	1565	1704	1138	1329
Gene_0907	30	30	28	37	34	34	33	59
Gene_0908	33	19	25	36	21	18	25	18
Gene_0909	10	14	24	15	9	16	9	10
Gene_0910	5	4	4	7	6	3	2	4
Gene_0911	4	4	2	3	1	1	0	3
Gene_0912	45	53	57	55	14	11	18	14
Gene_0913	1	0	3	2	1	1	1	1
Gene_0914	24	25	22	24	27	16	40	25
Gene_0915	6387	7681	5252	4391	9674	9493	5825	6690
Gene_0916	201	175	143	224	222	265	202	240
Gene_0917	9477	6711	8683	7433	8295	7907	5921	7964
Gene_0918	5	9	5	9	7	15	8	7
Gene_0919	3647	3579	3889	2943	2257	3509	3631	3455
Gene_0920	8970	5544	5803	5034	8570	5521	8197	6621
Gene_0921	1474	3064	2894	2650	2121	2496	1732	2704
Gene_0922	528	646	454	579	792	619	703	490
Gene_0923	58	76	94	84	86	54	74	48
Gene_0924	347	456	307	251	550	352	337	403
Gene_0925	3255	2361	3090	2384	2677	2710	3504	3433
Gene_0926	4175	5450	4311	3751	1188	2061	986	1481
Gene_0927	293	319	232	163	222	227	238	217
Gene_0928	42	42	27	40	44	24	28	27
Gene_0929	78	50	55	77	243	164	191	202
Gene_0930	4745	6513	3871	6134	9230	6863	3883	5053
Gene_0931	1	1	0	1	2	0	2	0
Gene_0932	4	4	4	4	1	2	2	2
Gene_0933	142	172	204	211	133	206	172	242
Gene_0934	1859	1635	1924	1565	1648	1564	2064	1494
Gene_0935	171	220	120	159	165	215	306	164
Gene_0936	815	818	867	994	773	481	606	757
Gene_0937	3	1	1	0	0	1	0	0
Gene_0938	232	283	359	310	82	68	78	44
Gene_0939	9	14	9	13	17	13	18	20
Gene_0940	1285	2023	866	1625	1687	1397	1835	2068
Gene_0941	47	33	53	45	41	57	37	39
Gene_0942	3333979	2786548	4917026	3827197	4216294	4409908	4810032	4737765
Gene_0943	10311	12783	12102	10365	8362	8394	13922	9464
Gene_0944	12	25	20	18	21	19	13	12
Gene_0945	2459	2150	1682	4016	3347	2322	2944	2381
Gene_0946	208	194	189	162	242	235	211	180
Gene_0947	51	50	38	25	35	81	49	33
Gene_0948	49	54	39	40	47	53	33	56
Gene_0949	8	8	8	6	2	5	12	6
Gene_0950	155	147	143	101	203	157	142	213
Gene_0951	237	327	349	224	380	184	268	387
Gene_0952	12	14	15	13	12	8	18	13
Gene_0953	19	20	11	9	13	17	7	11
Gene_0954	2269	3468	1547	1438	2106	2325	1954	1946
Gene_0955	25	15	13	28	18	19	21	18
Gene_0956	3	3	4	3	1	1	2	3
Gene_0957	14	20	25	22	16	23	23	19
Gene_0958	0	1	0	0	0	0	0	0
Gene_0959	45403	43528	35623	38970	33272	42184	34977	35500
Gene_0960	79	80	62	110	79	106	111	78
Gene_0961	3310	1711	3165	2197	3155	2467	3097	3367
Gene_0962	158	139	186	123	110	67	104	98
Gene_0963	2	1	2	0	3	0	2	1
Gene_0964	139	156	164	118	107	118	197	110
Gene_0965	1513	1139	945	1529	618	773	1084	1570
Gene_0966	3	3	4	4	7	5	5	3
Gene_0967	192	260	307	293	192	208	230	288
Gene_0968	10	13	16	13	6	2	9	3
Gene_0969	145	174	160	106	164	143	118	180
Gene_0970	272	173	250	296	297	201	302	483
Gene_0971	5	9	9	4	16	11	8	6
Gene_0972	48	48	42	79	260	227	278	231
Gene_0973	170	246	300	286	319	351	335	205
Gene_0974	5	1	4	2	1	1	2	0
Gene_0975	354	331	343	309	477	269	484	412
Gene_0976	0	0	1	0	1	0	2	0
Gene_0977	0	0	1	1	1	0	0	0
Gene_0978	132	241	166	118	159	310	150	262
Gene_0979	58	48	47	68	41	54	53	50
Gene_0980	2724	1945	1161	2396	1725	2415	3942	1640
Gene_0981	1507	1085	913	1150	1161	831	1139	944
Gene_0982	31	7	12	14	53	42	55	64
Gene_0983	84	73	67	58	66	82	77	49
Gene_0984	7834	7696	7848	6265	3212	2173	1759	2783
Gene_0985	1	7	5	5	5	11	5	3
Gene_0986	3	1	3	4	4	1	1	1
Gene_0987	73	99	91	75	67	118	51	40
Gene_0988	471	589	492	567	655	421	525	487
Gene_0989	3205	2331	3070	1713	3303	2274	2538	3073
Gene_0990	11	12	12	6	10	11	9	3
Gene_0991	1145	1029	1102	813	960	563	627	957
Gene_0992	47	68	60	72	52	104	44	61
Gene_0993	314	427	473	445	211	421	332	329
Gene_0994	2569	4511	3318	2581	3109	2917	2019	2929
Gene_0995	0	0	0	0	0	0	0	0
Gene_0996	0	0	0	0	0	1	1	0
Gene_0997	2838	2603	1930	2126	2097	2052	2495	2256
Gene_0998	2	1	0	0	0	0	0	0
Gene_0999	78	107	96	120	156	98	60	96
Gene_1000	448	310	337	602	316	479	335	442
Gene_1001	34	15	31	24	19	15	24	21
Gene_1002	262	287	278	309	197	294	160	257
Gene_1003	179	126	108	89	217	153	91	138
Gene_1004	2433	1181	2789	1845	8583	9606	7359	8543
Gene_1005	2159	2939	1829	2225	731	433	996	643
Gene_1006	64	60	53	42	42	63	62	65
Gene_1007	0	0	0	0	0	0	0	0
Gene_1008	2	2	1	1	0	0	1	0
Gene_1009	7866	6965	6087	6324	8354	9589	3662	9702
Gene_1010	2063	2889	2424	2542	2636	1507	2769	2393
Gene_1011	2156	2635	2194	1505	2672	2622	2764	2432
Gene_1012	25	29	22	24	15	37	34	23
Gene_1013	1003	1364	1195	639	828	1715	1001	1167
Gene_1014	16	24	17	29	28	23	20	36
Gene_1015	144	217	144	125	159	207	213	144
Gene_1016	38	35	24	49	25	45	42	28
Gene_1017	4	8	5	5	26	3	21	14
Gene_1018	326	366	257	530	451	439	362	549
Gene_1019	1413	1433	1338	1178	1478	951	1626	1715
Gene_1020	184	228	165	175	373	380	538	684
Gene_1021	6068	3461	3778	3631	4566	3703	4595	4129
Gene_1022	0	0	0	0	1	0	1	0
Gene_1023	1050	1578	1032	1693	969	1812	1420	1596
Gene_1024	0	0	0	4	1	3	1	0
Gene_1025	3019	2741	1958	3214	3953	1758	2814	2962
Gene_1026	2	4	2	3	7	4	8	7
Gene_1027	32	62	34	48	29	37	44	63
Gene_1028	4	0	2	1	2	2	4	4
Gene_1029	57	85	67	61	58	63	42	67
Gene_1030	168	232	278	174	158	256	247	210
Gene_1031	544	534	573	673	480	439	740	606
Gene_1032	2	2	3	3	5	1	6	0
Gene_1033	34	34	29	24	32	50	32	28
Gene_1034	4	6	3	14	26	20	25	26
Gene_1035	837	821	968	912	771	821	1030	909
Gene_1036	145	110	103	105	166	145	123	147
Gene_1037	52	46	60	40	69	53	62	34
Gene_1038	646	548	581	662	635	689	543	441
Gene_1039	5	10	7	10	7	10	6	13
Gene_1040	92	60	62	74	76	55	77	54
Gene_1041	20	21	36	21	28	29	29	31
Gene_1042	4	2	0	0	4	2	1	0
Gene_1043	105	134	77	89	85	114	96	92
Gene_1044	33	50	56	26	51	28	60	39
Gene_1045	33	41	27	42	20	42	31	36
Gene_1046	5	6	9	3	4	8	3	4
Gene_1047	231	169	339	226	264	411	167	217
Gene_1048	1	2	3	0	12	13	12	14
Gene_1049	30	25	19	43	141	140	177	174
Gene_1050	0	0	0	0	0	0	1	0
Gene_1051	21	19	13	20	25	24	36	20
Gene_1052	211	224	201	150	98	72	43	76
Gene_1053	55	58	80	57	46	44	52	79
Gene_1054	31	42	39	47	9	9	7	7
Gene_1055	113	90	73	134	81	118	139	145
Gene_1056	2922	3461	2591	2736	3461	2989	3183	2900
Gene_1057	64	46	98	70	74	70	43	76
Gene_1058	9	6	6	13	17	14	16	15
Gene_1059	30	44	70	29	42	55	65	50
Gene_1060	2	1	0	2	2	1	1	0
Gene_1061	3542	3979	5008	3054	4004	2981	4282	4217
Gene_1062	2	0	1	1	2	2	0	0
Gene_1063	30	39	35	30	32	37	28	28
Gene_1064	11	30	14	20	15	28	17	9
Gene_1065	3573	7015	5137	4556	5823	4637	6243	3787
Gene_1066	28	22	22	25	27	25	26	48
Gene_1067	0	0	0	0	0	0	0	0
Gene_1068	41	63	58	42	18	15	16	21
Gene_1069	1	3	0	3	2	2	1	0
Gene_1070	265	310	274	256	274	351	239	362
Gene_1071	17	20	32	16	12	16	13	32
Gene_1072	4	10	8	9	11	6	3	14
Gene_1073	920	651	579	668	648	536	723	1021
Gene_1074	13	6	25	15	18	19	7	10
Gene_1075	27	25	26	17	30	15	25	17
Gene_1076	454	395	356	260	386	310	327	467
Gene_1077	2	3	4	5	2	8	4	5
Gene_1078	426	752	730	786	315	568	606	735
Gene_1079	4	3	7	8	3	5	3	3
Gene_1080	1833	2519	2100	2561	804	734	934	745
Gene_1081	2066	1634	914	2275	2197	1934	1830	1968
Gene_1082	1	3	1	0	0	1	0	1
Gene_1083	1998	1909	1432	1776	700	672	588	706
Gene_1084	19	19	19	10	2	7	3	9
Gene_1085	36	30	21	11	23	24	17	38
Gene_1086	0	3	1	3	1	0	2	2
Gene_1087	1086	775	657	1311	941	797	972	1195
Gene_1088	1	3	2	0	1	1	1	0
Gene_1089	5	2	3	3	1	1	5	2
Gene_1090	0	0	0	0	0	0	0	0
Gene_1091	77	68	53	104	70	55	60	57
Gene_1092	652	471	671	797	2095	1512	2312	1390
Gene_1093	354	354	318	282	492	406	374	348
Gene_1094	277	159	246	217	194	267	165	190
Gene_1095	17	6	11	18	4	3	5	4
Gene_1096	124	130	172	137	292	168	190	212
Gene_1097	549	444	669	734	2601	3813	1962	3062
Gene_1098	136	157	110	77	126	153	123	164
Gene_1099	648	679	753	542	505	264	545	482
Gene_1100	100	151	206	188	54	49	34	51
Gene_1101	45	59	60	66	76	76	67	64
Gene_1102	3811	2851	3001	3488	3949	4670	4181	4322
Gene_1103	2642	1695	3258	2135	13191	7382	9103	8559
Gene_1104	246	243	179	330	313	248	241	280
Gene_1105	1380	1554	1767	1220	1683	2117	1968	1298
Gene_1106	99	120	185	133	99	145	132	129
Gene_1107	190	184	189	97	756	374	799	811
Gene_1108	5	8	5	3	9	5	9	5
Gene_1109	184	191	96	161	256	154	104	130
Gene_1110	38	69	45	33	44	41	30	57
Gene_1111	10186	11833	10535	13074	9316	11154	7418	8679
Gene_1112	30	22	21	30	5	10	12	11
Gene_1113	271	315	281	210	88	110	72	139
Gene_1114	82	62	59	70	108	110	75	72
Gene_1115	298168	379030	196185	304595	234848	228736	319035	354147
Gene_1116	25	23	13	29	15	12	29	17
Gene_1117	2183	2179	2996	1741	3149	2089	2300	1955
Gene_1118	209	308	242	246	294	283	248	280
Gene_1119	3091	3267	3536	4007	1861	2410	3523	2586
Gene_1120	19	25	30	18	21	18	19	24
Gene_1121	26777	24284	21875	28232	19447	23755	23740	19028
Gene_1122	1645	1405	1141	1425	1238	1217	1514	952
Gene_1123	244	484	406	293	375	311	307	364
Gene_1124	38274	43801	45611	36848	37322	53071	28872	47139
Gene_1125	339	318	381	390	339	364	362	530
Gene_1126	89	346	315	367	223	169	223	228
Gene_1127	216	254	240	265	240	222	236	215
